task_name,index,model_name,prompt,output,score
ko_quiz_2,0,gemini-pro,"'거리가 멀뿐더러 차도 없다. '이 맞는 띄어쓰기면 1, '거리가 멀 뿐더러 차도 없다. '이 맞는 띄어쓰기면 2라고 대답해.",2,0.0
ko_quiz_2,1,gemini-pro,"'사고 없이 공사가 잘 끝났다. '이 맞는 띄어쓰기면 1, '사고없이 공사가 잘 끝났다. '이 맞는 띄어쓰기면 2라고 대답해.",1,1.0
ko_quiz_2,2,gemini-pro,"'걔는 예쁠 뿐만 아니라 착해.'이 맞는 띄어쓰기면 1, '걔는 예쁠뿐만 아니라 착해.'이 맞는 띄어쓰기면 2라고 대답해.",1,1.0
ko_quiz_2,3,gemini-pro,"'밤새 소리 때문에 잠을 못 잤다. '이 맞는 띄어쓰기면 1, '밤새 소리때문에 잠을 못 잤다. '이 맞는 띄어쓰기면 2라고 대답해.",1,1.0
ko_quiz_2,4,gemini-pro,"'태희는 예쁜 데다가 똑똑해. '이 맞는 띄어쓰기면 1, '태희는 예쁜데다가 똑똑해. '이 맞는 띄어쓰기면 2라고 대답해.",2,0.0
ko_quiz_2,5,gemini-pro,"'언제 한번 밥 먹자.'이 맞는 띄어쓰기면 1, '언제 한 번 밥 먹자'이 맞는 띄어쓰기면 2라고 대답해.",1,1.0
ko_quiz_2,6,gemini-pro,"'오랜만에 만난 동창들'이 맞는 띄어쓰기면 1, '오랫만에 만난 동창들'이 맞는 띄어쓰기면 2라고 대답해.",1,1.0
ko_quiz_2,7,gemini-pro,"'밤낮없이 집으로 찾아왔다.'이 맞는 띄어쓰기면 1, '밤낮 없이 집으로 찾아왔다.'이 맞는 띄어쓰기면 2라고 대답해.",1,1.0
ko_quiz_2,8,gemini-pro,"'오늘 자 신문을 읽었다.'이 맞는 띄어쓰기면 1, '오늘자 신문을 읽었다.'이 맞는 띄어쓰기면 2라고 대답해.",1,1.0
ko_quiz_2,9,gemini-pro,"'가장 잘나가는 사업이다. '이 맞는 띄어쓰기면 1, '가장 잘 나가는 사업이다. '이 맞는 띄어쓰기면 2라고 대답해.",2,0.0
ko_quiz_2,10,gemini-pro,"'아서라, 괜히 그러지 마. '이 맞는 띄어쓰기면 1, '아서라, 괜히 그러지마. '이 맞는 띄어쓰기면 2라고 대답해.",2,0.0
ko_quiz_2,11,gemini-pro,"'물건값이 소폭 감소했다. '이 맞는 띄어쓰기면 1, '물건 값이 소폭 감소했다. '이 맞는 띄어쓰기면 2라고 대답해.",1,1.0
ko_quiz_2,12,gemini-pro,"'기름값이 다시 오르는 추세다.'이 맞는 띄어쓰기면 1, '기름 값이 다시 오르는 추세다.'이 맞는 띄어쓰기면 2라고 대답해.",2,0.0
ko_quiz_2,13,gemini-pro,"'그런 게 아니야.'이 맞는 띄어쓰기면 1, '그런게 아니야.'이 맞는 띄어쓰기면 2라고 대답해.",1,1.0
ko_quiz_2,14,gemini-pro,"'강아지 다섯 마리가 뛰논다. '이 맞는 띄어쓰기면 1, '강아지 다섯마리가 뛰논다. '이 맞는 띄어쓰기면 2, '.'이 맞는 띄어쓰기면 3라고 대답해.",3,0.0
ko_quiz_2,15,gemini-pro,'아침부터 저녁까지'이 맞는 띄어쓰기면 1라고 대답해.,1,1.0
ko_quiz_2,16,gemini-pro,"'일 년 만에 합격했다. '이 맞는 띄어쓰기면 1, '일 년만에 합격했다. '이 맞는 띄어쓰기면 2라고 대답해.",1,1.0
